0 Branching ratio for HCN     Total         1 branches
Lambda         Total      CN/H
2293.16   0   0
2294.16   0   0
2295.16   0   0
2296.16   0   0
2297.16   0   0
2298.16   0   0
2299.16   0   0
2300.16   0   0
2301.16   0   0
2302.16   0   0
2303.16   0   0
2304.16   0   0
2305.16   0   0
2306.16   0   0
2307.16   0   0
2308.16   0   0
2309.16   0   0
2310.16   0   0
2311.16   0   0
2312.16   0   0
2313.16   0   0
2314.16   0   0
2315.16   0   0
2316.16   0   0
2317.16   0   0
2318.16   0   0
2319.16   0   0
2320.16   0   0
2321.16   0   0
2322.17   0   0
2323.17   0   0
2324.17   0   0
2325.17   0   0
2326.17   0   0
2327.17   0   0
2328.17   0   0
2329.17   0   0
2330.17   0   0
2331.17   0   0
2332.17   0   0
2333.17   0   0
2334.17   0   0
2335.17   0   0
2336.17   0   0
2337.17   0   0
2338.17   0   0
2339.17   0   0
2340.17   0   0
2341.17   0   0
2342.17   0   0
2343.17   0   0
2344.17   0   0
2345.17   0   0
2346.17   0   0
2347.17   0   0
2348.17   0   0
2349.17   0   0
2350.17   0   0
2351.17   0   0
2352.17   0   0
2353.17   0   0
2354.17   0   0
2355.17   0   0
2356.17   0   0
2357.17   0   0
2358.17   0   0
2359.17   0   0
2360.17   0   0
2361.17   0   0
2362.17   0   0
2363.17   0   0
2364.17   0   0
2365.17   0   0
2366.17   0   0
2367.17   0   0
2368.17   0   0
2369.17   0   0
2370.17   0   0
2371.17   0   0
2372.17   0   0
2373.17   0   0
2374.17   0   0
2375.17   0   0
2376.17   0   0
2377.17   0   0
2378.17   0   0
2379.17   0   0
2380.17   0   0
2381.17   0   0
2382.17   0   0
2383.17   0   0
2384.17   0   0
2385.17   0   0
2386.17   0   0
2387.17   0   0
2388.17   0   0
2389.17   0   0
2390.18   0   0
2391.18   0   0
2392.18   0   0
2393.18   0   0
2394.18   0   0
2395.18   0   0
2396.18   0   0
2397.18   0   0
2398.18   0   0
2399.18   0   0
2400.18   0   0
2401.18   0   0
2402.18   0   0
2403.18   0   0
2404.18   0   0
2405.18   0   0
2406.18   0   0
2407.18   0   0
2408.18   0   0
2409.18   0   0
2410.18   0   0
2411.18   0   0
2412.18   0   0
2413.18   0   0
2414.18   0   0
2415.18   0   0
2416.18   0   0
2417.18   0   0
2418.18   0   0
2419.18   0   0
2420.18   0   0
2421.18   0   0
2422.18   0   0
2423.18   0   0
2424.18   0   0
2425.18   0   0
2426.18   0   0
2427.18   0   0
2428.18   0   0
2429.18   0   0
2430.18   0   0
2431.18   0   0
2432.18   0   0
2433.18   0   0
2434.18   0   0
2435.18   0   0
2436.18   0   0
2437.18   0   0
2438.18   0   0
2439.18   0   0
2440.18   0   0
2441.18   0   0
2442.18   0   0
2443.18   0   0
2444.18   0   0
2445.18   0   0
2446.18   0   0
2447.18   0   0
2448.18   0   0
2449.18   0   0
2450.18   0   0
2451.18   0   0
2452.18   0   0
2453.18   0   0
2454.18   0   0
2455.18   0   0
2456.18   0   0
2457.18   0   0
2458.19   0   0
2459.19   0   0
2460.19   0   0
2461.19   0   0
2462.19   0   0
2463.19   0   0
2464.19   0   0
2465.19   0   0
2466.19   0   0
2467.19   0   0
2468.19   0   0
2469.19   0   0
2470.19   0   0
2471.19   0   0
2472.19   0   0
2473.19   0   0
2474.19   0   0
2475.19   0   0
2476.19   0   0
2477.19   0   0
2478.19   0   0
2479.19   0   0
2480.19   0   0
2481.19   0   0
2482.19   0   0
2483.19   0   0
2484.19   0   0
2485.19   0   0
2486.19   0   0
2487.19   0   0
2488.19   0   0
2489.19   0   0
2490.19   0   0
2491.19   0   0
2492.19   0   0
2493.19   0   0
2494.19   0   0
2495.19   0   0
2496.19   0   0
2497.19   0   0
2498.19   0   0
2499.19   0   0
2500.19   0   0
2501.19   0   0
2502.19   0   0
2503.19   0   0
2504.19   0   0
2505.19   0   0
2506.19   0   0
2507.19   0   0
2508.19   0   0
2509.19   0   0
2510.19   0   0
2511.19   0   0
2512.19   0   0
2513.19   0   0
2514.19   0   0
2515.19   0   0
2516.19   0   0
2517.19   0   0
2518.19   0   0
2519.19   0   0
2520.19   0   0
2521.19   0   0
2522.19   0   0
2523.19   0   0
2524.19   0   0
2525.19   0   0
2526.2   0   0
2527.2   0   0
2528.2   0   0
2529.2   0   0
2530.2   0   0
2531.2   0   0
2532.2   0   0
2533.2   0   0
2534.2   0   0
2535.2   0   0
2536.2   0   0
2537.2   0   0
2538.2   0   0
2539.2   0   0
2540.2   0   0
2541.2   0   0
2542.2   0   0
2543.2   0   0
2544.2   0   0
2545.2   0   0
2546.2   0   0
2547.2   0   0
2548.2   0   0
2549.2   0   0
2550.2   0   0
2551.2   0   0
2552.2   0   0
2553.2   0   0
2554.2   0   0
2555.2   0   0
2556.2   0   0
2557.2   0   0
2558.2   0   0
2559.2   0   0
2560.2   0   0
2561.2   0   0
2562.2   0   0
2563.2   0   0
2564.2   0   0
2565.2   0   0
2566.2   0   0
2567.2   0   0
2568.2   0   0
2569.2   0   0
2570.2   0   0
2571.2   0   0
2572.2   0   0
2573.2   0   0
2574.2   0   0
2575.2   0   0
2576.2   0   0
2577.2   0   0
2578.2   0   0
2579.2   0   0
2580.2   0   0
2581.2   0   0
2582.2   0   0
2583.2   0   0
2584.2   0   0
2585.2   0   0
2586.2   0   0
2587.2   0   0
2588.2   0   0
2589.2   0   0
2590.2   0   0
2591.2   0   0
2592.2   0   0
2593.2   0   0
2594.21   0   0
2595.21   0   0
2596.21   0   0
2597.21   0   0
2598.21   0   0
2599.21   0   0
2600.21   0   0
2601.21   0   0
2602.21   0   0
2603.21   0   0
2604.21   0   0
2605.21   0   0
2606.21   0   0
2607.21   0   0
2608.21   0   0
2609.21   0   0
2610.21   0   0
2611.21   0   0
2612.21   0   0
2613.21   0   0
2614.21   0   0
2615.21   0   0
2616.21   0   0
2617.21   0   0
2618.21   0   0
2619.21   0   0
2620.21   0   0
2621.21   0   0
2622.21   0   0
2623.21   0   0
2624.21   0   0
2625.21   0   0
2626.21   0   0
2627.21   0   0
2628.21   0   0
2629.21   0   0
2630.21   0   0
2631.21   0   0
2632.21   0   0
2633.21   0   0
2634.21   0   0
2635.21   0   0
2636.21   0   0
2637.21   0   0
2638.21   0   0
2639.21   0   0
2640.21   0   0
2641.21   0   0
2642.21   0   0
2643.21   0   0
2644.21   0   0
2645.21   0   0
2646.21   0   0
2647.21   0   0
2648.21   0   0
2649.21   0   0
2650.21   0   0
2651.21   0   0
2652.21   0   0
2653.21   0   0
2654.21   0   0
2655.21   0   0
2656.21   0   0
2657.21   0   0
2658.21   0   0
2659.21   0   0
2660.21   0   0
2661.21   0   0
2662.22   0   0
2663.22   0   0
2664.22   0   0
2665.22   0   0
2666.22   0   0
2667.22   0   0
2668.22   0   0
2669.22   0   0
2670.22   0   0
2671.22   0   0
2672.22   0   0
2673.22   0   0
2674.22   0   0
2675.22   0   0
2676.22   0   0
2677.22   0   0
2678.22   0   0
2679.22   0   0
2680.22   0   0
2681.22   0   0
2682.22   0   0
2683.22   0   0
2684.22   0   0
2685.22   0   0
2686.22   0   0
2687.22   0   0
2688.22   0   0
2689.22   0   0
2690.22   0   0
2691.22   0   0
2692.22   0   0
2693.22   0   0
2694.22   0   0
2695.22   0   0
2696.22   0   0
2697.22   0   0
2698.22   0   0
2699.22   0   0
2700.22   0   0
2701.22   0   0
2702.22   0   0
2703.22   0   0
2704.22   0   0
2705.22   0   0
2706.22   0   0
2707.22   0   0
2708.22   0   0
2709.22   0   0
2710.22   0   0
2711.22   0   0
2712.22   0   0
2713.22   0   0
2714.22   0   0
2715.22   0   0
2716.22   0   0
2717.22   0   0
2718.22   0   0
2719.22   0   0
2720.22   0   0
2721.22   0   0
2722.22   0   0
2723.22   0   0
2724.22   0   0
2725.22   0   0
2726.22   0   0
2727.22   0   0
2728.22   0   0
2729.22   0   0
2730.23   0   0
2731.23   0   0
2732.23   0   0
2733.23   0   0
2734.23   0   0
2735.23   0   0
2736.23   0   0
2737.23   0   0
2738.23   0   0
2739.23   0   0
2740.23   0   0
2741.23   0   0
2742.23   0   0
2743.23   0   0
2744.23   0   0
2745.23   0   0
2746.23   0   0
2747.23   0   0
2748.23   0   0
2749.23   0   0
2750.23   0   0
2751.23   0   0
2752.23   0   0
2753.23   0   0
2754.23   0   0
2755.23   0   0
2756.23   0   0
2757.23   0   0
2758.23   0   0
2759.23   0   0
2760.23   0   0
2761.23   0   0
2762.23   0   0
2763.23   0   0
2764.23   0   0
2765.23   0   0
2766.23   0   0
2767.23   0   0
2768.23   0   0
2769.23   0   0
2770.23   0   0
2771.23   0   0
2772.23   0   0
2773.23   0   0
2774.23   0   0
2775.23   0   0
2776.23   0   0
2777.23   0   0
2778.23   0   0
2779.23   0   0
2780.23   0   0
2781.23   0   0
2782.23   0   0
2783.23   0   0
2784.23   0   0
2785.23   0   0
2786.23   0   0
2787.23   0   0
2788.23   0   0
2789.23   0   0
2790.23   0   0
2791.23   0   0
2792.23   0   0
2793.23   0   0
2794.23   0   0
2795.23   0   0
2796.23   0   0
2797.23   0   0
2798.24   0   0
2799.24   0   0
2800.24   0   0
2801.24   0   0
2802.24   0   0
2803.24   0   0
2804.24   0   0
2805.24   0   0
2806.24   0   0
2807.24   0   0
2808.24   0   0
2809.24   0   0
2810.24   0   0
2811.24   0   0
2812.24   0   0
2813.24   0   0
2814.24   0   0
2815.24   0   0
2816.24   0   0
2817.24   0   0
2818.24   0   0
2819.24   0   0
2820.24   0   0
2821.24   0   0
2822.24   0   0
2823.24   0   0
2824.24   0   0
2825.24   0   0
2826.24   0   0
2827.24   0   0
2828.24   0   0
2829.24   0   0
2830.24   0   0
2831.24   0   0
2832.24   0   0
2833.24   0   0
2834.24   0   0
2835.24   0   0
2836.24   0   0
2837.24   0   0
2838.24   0   0
2839.24   0   0
2840.24   0   0
2841.24   0   0
2842.24   0   0
2843.24   0   0
2844.24   0   0
2845.24   0   0
2846.24   0   0
2847.24   0   0
2848.24   0   0
2849.24   0   0
2850.24   0   0
2851.24   0   0
2852.24   0   0
2853.24   0   0
2854.24   0   0
2855.24   0   0
2856.24   0   0
2857.24   0   0
2858.24   0   0
2859.24   0   0
2860.24   0   0
2861.24   0   0
2862.24   0   0
2863.24   0   0
2864.24   0   0
2865.24   0   0
2866.25   0   0
2867.25   0   0
2868.25   0   0
2869.25   0   0
2870.25   0   0
2871.25   0   0
2872.25   0   0
2873.25   0   0
2874.25   0   0
2875.25   0   0
2876.25   0   0
2877.25   0   0
2878.25   0   0
2879.25   0   0
2880.25   0   0
2881.25   0   0
2882.25   0   0
2883.25   0   0
2884.25   0   0
2885.25   0   0
2886.25   0   0
2887.25   0   0
2888.25   0   0
2889.25   0   0
2890.25   0   0
2891.25   0   0
2892.25   0   0
2893.25   0   0
2894.25   0   0
2895.25   0   0
2896.25   0   0
2897.25   0   0
2898.25   0   0
2899.25   0   0
2900.25   0   0
2901.25   0   0
2902.25   0   0
2903.25   0   0
2904.25   0   0
2905.25   0   0
2906.25   0   0
2907.25   0   0
2908.25   0   0
2909.25   0   0
2910.25   0   0
2911.25   0   0
2912.25   0   0
2913.25   0   0
2914.25   0   0
2915.25   0   0
2916.25   0   0
2917.25   0   0
2918.25   0   0
2919.25   0   0
2920.25   0   0
2921.25   0   0
2922.25   0   0
2923.25   0   0
2924.25   0   0
2925.25   0   0
2926.25   0   0
2927.25   0   0
2928.25   0   0
2929.25   0   0
2930.25   0   0
2931.25   0   0
2932.25   0   0
2933.25   0   0
2934.26   0   0
2935.26   0   0
2936.26   0   0
2937.26   0   0
2938.26   0   0
2939.26   0   0
2940.26   0   0
2941.26   0   0
2942.26   0   0
2943.26   0   0
2944.26   0   0
2945.26   0   0
2946.26   0   0
2947.26   0   0
2948.26   0   0
2949.26   0   0
2950.26   0   0
2951.26   0   0
2952.26   0   0
2953.26   0   0
2954.26   0   0
2955.26   0   0
2956.26   0   0
2957.26   0   0
2958.26   0   0
2959.26   0   0
2960.26   0   0
2961.26   0   0
2962.26   0   0
2963.26   0   0
2964.26   0   0
2965.26   0   0
2966.26   0   0
2967.26   0   0
2968.26   0   0
2969.26   0   0
2970.26   0   0
2971.26   0   0
2972.26   0   0
2973.26   0   0
2974.26   0   0
2975.26   0   0
2976.26   0   0
2977.26   0   0
2978.26   0   0
2979.26   0   0
2980.26   0   0
2981.26   0   0
2982.26   0   0
2983.26   0   0
2984.26   0   0
2985.26   0   0
2986.26   0   0
2987.26   0   0
2988.26   0   0
2989.26   0   0
2990.26   0   0
2991.26   0   0
2992.26   0   0
2993.26   0   0
2994.26   0   0
2995.26   0   0
2996.26   0   0
2997.26   0   0
2998.26   0   0
2999.26   0   0
3000.26   0   0
3001.26   0   0
3002.27   0   0
3003.27   0   0
3004.27   0   0
3005.27   0   0
3006.27   0   0
3007.27   0   0
3008.27   0   0
3009.27   0   0
3010.27   0   0
3011.27   0   0
3012.27   0   0
3013.27   0   0
3014.27   0   0
3015.27   0   0
3016.27   0   0
3017.27   0   0
3018.27   0   0
3019.27   0   0
3020.27   0   0
3021.27   0   0
3022.27   0   0
3023.27   0   0
3024.27   0   0
3025.27   0   0
3026.27   0   0
3027.27   0   0
3028.27   0   0
3029.27   0   0
3030.27   0   0
3031.27   0   0
3032.27   0   0
3033.27   0   0
3034.27   0   0
3035.27   0   0
3036.27   0   0
3037.27   0   0
3038.27   0   0
3039.27   0   0
3040.27   0   0
3041.27   0   0
3042.27   0   0
3043.27   0   0
3044.27   0   0
3045.27   0   0
3046.27   0   0
3047.27   0   0
3048.27   0   0
3049.27   0   0
3050.27   0   0
3051.27   0   0
3052.27   0   0
3053.27   0   0
3054.27   0   0
3055.27   0   0
3056.27   0   0
3057.27   0   0
3058.27   0   0
3059.27   0   0
3060.27   0   0
3061.27   0   0
3062.27   0   0
3063.27   0   0
3064.27   0   0
3065.27   0   0
3066.27   0   0
3067.27   0   0
3068.27   0   0
3069.27   0   0
3070.28   0   0
3071.28   0   0
3072.28   0   0
3073.28   0   0
3074.28   0   0
3075.28   0   0
3076.28   0   0
3077.28   0   0
3078.28   0   0
3079.28   0   0
3080.28   0   0
3081.28   0   0
3082.28   0   0
3083.28   0   0
3084.28   0   0
3085.28   0   0
3086.28   0   0
3087.28   0   0
3088.28   0   0
3089.28   0   0
3090.28   0   0
3091.28   0   0
3092.28   0   0
3093.28   0   0
3094.28   0   0
3095.28   0   0
3096.28   0   0
3097.28   0   0
3098.28   0   0
3099.28   0   0
3100.28   0   0
3101.28   0   0
3102.28   0   0
3103.28   0   0
3104.28   0   0
3105.28   0   0
3106.28   0   0
3107.28   0   0
3108.28   0   0
3109.28   0   0
3110.28   0   0
3111.28   0   0
3112.28   0   0
3113.28   0   0
3114.28   0   0
3115.28   0   0
3116.28   0   0
3117.28   0   0
3118.28   0   0
3119.28   0   0
3120.28   0   0
3121.28   0   0
3122.28   0   0
3123.28   0   0
3124.28   0   0
3125.28   0   0
3126.28   0   0
3127.28   0   0
3128.28   0   0
3129.28   0   0
3130.28   0   0
3131.28   0   0
3132.28   0   0
3133.28   0   0
3134.28   0   0
3135.28   0   0
3136.28   0   0
3137.28   0   0
3138.29   0   0
3139.29   0   0
3140.29   0   0
3141.29   0   0
3142.29   0   0
3143.29   0   0
3144.29   0   0
3145.29   0   0
3146.29   0   0
3147.29   0   0
3148.29   0   0
3149.29   0   0
3150.29   0   0
3151.29   0   0
3152.29   0   0
3153.29   0   0
3154.29   0   0
3155.29   0   0
3156.29   0   0
3157.29   0   0
3158.29   0   0
3159.29   0   0
3160.29   0   0
3161.29   0   0
3162.29   0   0
3163.29   0   0
3164.29   0   0
3165.29   0   0
3166.29   0   0
3167.29   0   0
3168.29   0   0
3169.29   0   0
3170.29   0   0
3171.29   0   0
3172.29   0   0
3173.29   0   0
3174.29   0   0
3175.29   0   0
3176.29   0   0
3177.29   0   0
3178.29   0   0
3179.29   0   0
3180.29   0   0
3181.29   0   0
3182.29   0   0
3183.29   0   0
3184.29   0   0
3185.29   0   0
3186.29   0   0
3187.29   0   0
3188.29   0   0
3189.29   0   0
3190.29   0   0
3191.29   0   0
3192.29   0   0
3193.29   0   0
3194.29   0   0
3195.29   0   0
3196.29   0   0
3197.29   0   0
3198.29   0   0
3199.29   0   0
3200.29   0   0
3201.29   0   0
3202.29   0   0
3203.29   0   0
3204.29   0   0
3205.29   0   0
3206.3   0   0
3207.3   0   0
3208.3   0   0
3209.3   0   0
3210.3   0   0
3211.3   0   0
3212.3   0   0
3213.3   0   0
3214.3   0   0
3215.3   0   0
3216.3   0   0
3217.3   0   0
3218.3   0   0
3219.3   0   0
3220.3   0   0
3221.3   0   0
3222.3   0   0
3223.3   0   0
3224.3   0   0
3225.3   0   0
3226.3   0   0
3227.3   0   0
3228.3   0   0
3229.3   0   0
3230.3   0   0
3231.3   0   0
3232.3   0   0
3233.3   0   0
3234.3   0   0
3235.3   0   0
3236.3   0   0
3237.3   0   0
3238.3   0   0
3239.3   0   0
3240.3   0   0
3241.3   0   0
3242.3   0   0
3243.3   0   0
3244.3   0   0
3245.3   0   0
3246.3   0   0
3247.3   0   0
3248.3   0   0
3249.3   0   0
3250.3   0   0
3251.3   0   0
3252.3   0   0
3253.3   0   0
3254.3   0   0
3255.3   0   0
3256.3   0   0
3257.3   0   0
3258.3   0   0
3259.3   0   0
3260.3   0   0
3261.3   0   0
3262.3   0   0
3263.3   0   0
3264.3   0   0
3265.3   0   0
3266.3   0   0
3267.3   0   0
3268.3   0   0
3269.3   0   0
3270.3   0   0
3271.3   0   0
3272.3   0   0
3273.3   0   0
3274.31   0   0
3275.31   0   0
3276.31   0   0
3277.31   0   0
3278.31   0   0
3279.31   0   0
3280.31   0   0
3281.31   0   0
3282.31   0   0
3283.31   0   0
3284.31   0   0
3285.31   0   0
3286.31   0   0
3287.31   0   0
3288.31   0   0
3289.31   0   0
3290.31   0   0
3291.31   0   0
3292.31   0   0
3293.31   0   0
3294.31   0   0
3295.31   0   0
3296.31   0   0
3297.31   0   0
3298.31   0   0
3299.31   0   0
3300.31   0   0
3301.31   0   0
3302.31   0   0
3303.31   0   0
3304.31   0   0
3305.31   0   0
3306.31   0   0
3307.31   0   0
3308.31   0   0
3309.31   0   0
3310.31   0   0
3311.31   0   0
3312.31   0   0
3313.31   0   0
3314.31   0   0
3315.31   0   0
3316.31   0   0
3317.31   0   0
3318.31   0   0
3319.31   0   0
3320.31   0   0
3321.31   0   0
3322.31   0   0
3323.31   0   0
3324.31   0   0
3325.31   0   0
3326.31   0   0
3327.31   0   0
3328.31   0   0
3329.31   0   0
3330.31   0   0
3331.31   0   0
3332.31   0   0
3333.31   0   0
3334.31   0   0
3335.31   0   0
3336.31   0   0
3337.31   0   0
3338.31   0   0
3339.31   0   0
3340.31   0   0
3341.31   0   0
3342.32   0   0
3343.32   0   0
3344.32   0   0
3345.32   0   0
3346.32   0   0
3347.32   0   0
3348.32   0   0
3349.32   0   0
3350.32   0   0
3351.32   0   0
3352.32   0   0
3353.32   0   0
3354.32   0   0
3355.32   0   0
3356.32   0   0
3357.32   0   0
3358.32   0   0
3359.32   0   0
3360.32   0   0
3361.32   0   0
3362.32   0   0
3363.32   0   0
3364.32   0   0
3365.32   0   0
3366.32   0   0
3367.32   0   0
3368.32   0   0
3369.32   0   0
3370.32   0   0
3371.32   0   0
3372.32   0   0
3373.32   0   0
3374.32   0   0
3375.32   0   0
3376.32   0   0
3377.32   0   0
3378.32   0   0
3379.32   0   0
3380.32   0   0
3381.32   0   0
3382.32   0   0
3383.32   0   0
3384.32   0   0
3385.32   0   0
3386.32   0   0
3387.32   0   0
3388.32   0   0
3389.32   0   0
3390.32   0   0
3391.32   0   0
3392.32   0   0
3393.32   0   0
3394.32   0   0
3395.32   0   0
3396.32   0   0
3397.32   0   0
3398.32   0   0
3399.32   0   0
3400.32   0   0
3401.32   0   0
3402.32   0   0
3403.32   0   0
3404.32   0   0
3405.32   0   0
3406.32   0   0
3407.32   0   0
3408.32   0   0
3409.32   0   0
3410.33   0   0
3411.33   0   0
3412.33   0   0
3413.33   0   0
3414.33   0   0
3415.33   0   0
3416.33   0   0
3417.33   0   0
3418.33   0   0
3419.33   0   0
3420.33   0   0
3421.33   0   0
3422.33   0   0
3423.33   0   0
3424.33   0   0
3425.33   0   0
3426.33   0   0
3427.33   0   0
3428.33   0   0
3429.33   0   0
3430.33   0   0
3431.33   0   0
3432.33   0   0
3433.33   0   0
3434.33   0   0
3435.33   0   0
3436.33   0   0
3437.33   0   0
3438.33   0   0
3439.33   0   0
3440.33   0   0
3441.33   0   0
3442.33   0   0
3443.33   0   0
3444.33   0   0
3445.33   0   0
3446.33   0   0
3447.33   0   0
3448.33   0   0
3449.33   0   0
3450.33   0   0
3451.33   0   0
3452.33   0   0
3453.33   0   0
3454.33   0   0
3455.33   0   0
3456.33   0   0
3457.33   0   0
3458.33   0   0
3459.33   0   0
3460.33   0   0
3461.33   0   0
3462.33   0   0
3463.33   0   0
3464.33   0   0
3465.33   0   0
3466.33   0   0
3467.33   0   0
3468.33   0   0
3469.33   0   0
3470.33   0   0
3471.33   0   0
3472.33   0   0
3473.33   0   0
3474.33   0   0
3475.33   0   0
3476.33   0   0
3477.33   0   0
3478.34   0   0
3479.34   0   0
3480.34   0   0
3481.34   0   0
3482.34   0   0
3483.34   0   0
3484.34   0   0
3485.34   0   0
3486.34   0   0
3487.34   0   0
3488.34   0   0
3489.34   0   0
3490.34   0   0
3491.34   0   0
3492.34   0   0
3493.34   0   0
3494.34   0   0
3495.34   0   0
3496.34   0   0
3497.34   0   0
3498.34   0   0
3499.34   0   0
3500.34   0   0
3501.34   0   0
3502.34   0   0
3503.34   0   0
3504.34   0   0
3505.34   0   0
3506.34   0   0
3507.34   0   0
3508.34   0   0
3509.34   0   0
3510.34   0   0
3511.34   0   0
3512.34   0   0
3513.34   0   0
3514.34   0   0
3515.34   0   0
3516.34   0   0
3517.34   0   0
3518.34   0   0
3519.34   0   0
3520.34   0   0
3521.34   0   0
3522.34   0   0
3523.34   0   0
3524.34   0   0
3525.34   0   0
3526.34   0   0
3527.34   0   0
3528.34   0   0
3529.34   0   0
3530.34   0   0
3531.34   0   0
3532.34   0   0
3533.34   0   0
3534.34   0   0
3535.34   0   0
3536.34   0   0
3537.34   0   0
3538.34   0   0
3539.34   0   0
3540.34   0   0
3541.34   0   0
3542.34   0   0
3543.34   0   0
3544.34   0   0
3545.34   0   0
3546.35   0   0
3547.35   0   0
3548.35   0   0
3549.35   0   0
3550.35   0   0
3551.35   0   0
3552.35   0   0
3553.35   0   0
3554.35   0   0
3555.35   0   0
3556.35   0   0
3557.35   0   0
3558.35   0   0
3559.35   0   0
3560.35   0   0
3561.35   0   0
3562.35   0   0
3563.35   0   0
3564.35   0   0
3565.35   0   0
3566.35   0   0
3567.35   0   0
3568.35   0   0
3569.35   0   0
3570.35   0   0
3571.35   0   0
3572.35   0   0
3573.35   0   0
3574.35   0   0
3575.35   0   0
3576.35   0   0
3577.35   0   0
3578.35   0   0
3579.35   0   0
3580.35   0   0
3581.35   0   0
3582.35   0   0
3583.35   0   0
3584.35   0   0
3585.35   0   0
3586.35   0   0
3587.35   0   0
3588.35   0   0
3589.35   0   0
3590.35   0   0
3591.35   0   0
3592.35   0   0
3593.35   0   0
3594.35   0   0
3595.35   0   0
3596.35   0   0
3597.35   0   0
3598.35   0   0
3599.35   0   0
3600.35   0   0
3601.35   0   0
3602.35   0   0
3603.35   0   0
3604.35   0   0
3605.35   0   0
3606.35   0   0
3607.35   0   0
3608.35   0   0
3609.35   0   0
3610.35   0   0
3611.35   0   0
3612.35   0   0
3613.35   0   0
3614.36   0   0
3615.36   0   0
3616.36   0   0
3617.36   0   0
3618.36   0   0
3619.36   0   0
3620.36   0   0
3621.36   0   0
3622.36   0   0
3623.36   0   0
3624.36   0   0
3625.36   0   0
3626.36   0   0
3627.36   0   0
3628.36   0   0
3629.36   0   0
3630.36   0   0
3631.36   0   0
3632.36   0   0
3633.36   0   0
3634.36   0   0
3635.36   0   0
3636.36   0   0
3637.36   0   0
3638.36   0   0
3639.36   0   0
3640.36   0   0
3641.36   0   0
3642.36   0   0
3643.36   0   0
3644.36   0   0
3645.36   0   0
3646.36   0   0
3647.36   0   0
3648.36   0   0
3649.36   0   0
3650.36   0   0
3651.36   0   0
3652.36   0   0
3653.36   0   0
3654.36   0   0
3655.36   0   0
3656.36   0   0
3657.36   0   0
3658.36   0   0
3659.36   0   0
3660.36   0   0
3661.36   0   0
3662.36   0   0
3663.36   0   0
3664.36   0   0
3665.36   0   0
3666.36   0   0
3667.36   0   0
3668.36   0   0
3669.36   0   0
3670.36   0   0
3671.36   0   0
3672.36   0   0
3673.36   0   0
3674.36   0   0
3675.36   0   0
3676.36   0   0
3677.36   0   0
3678.36   0   0
3679.36   0   0
3680.36   0   0
3681.36   0   0
3682.37   0   0
3683.37   0   0
3684.37   0   0
3685.37   0   0
3686.37   0   0
3687.37   0   0
3688.37   0   0
3689.37   0   0
3690.37   0   0
3691.37   0   0
3692.37   0   0
3693.37   0   0
3694.37   0   0
3695.37   0   0
3696.37   0   0
3697.37   0   0
3698.37   0   0
3699.37   0   0
3700.37   0   0
3701.37   0   0
3702.37   0   0
3703.37   0   0
3704.37   0   0
3705.37   0   0
3706.37   0   0
3707.37   0   0
3708.37   0   0
3709.37   0   0
3710.37   0   0
3711.37   0   0
3712.37   0   0
3713.37   0   0
3714.37   0   0
3715.37   0   0
3716.37   0   0
3717.37   0   0
3718.37   0   0
3719.37   0   0
3720.37   0   0
3721.37   0   0
3722.37   0   0
3723.37   0   0
3724.37   0   0
3725.37   0   0
3726.37   0   0
3727.37   0   0
3728.37   0   0
3729.37   0   0
3730.37   0   0
3731.37   0   0
3732.37   0   0
3733.37   0   0
3734.37   0   0
3735.37   0   0
3736.37   0   0
3737.37   0   0
3738.37   0   0
3739.37   0   0
3740.37   0   0
3741.37   0   0
3742.37   0   0
3743.37   0   0
3744.37   0   0
3745.37   0   0
3746.37   0   0
3747.37   0   0
3748.37   0   0
3749.37   0   0
3750.38   0   0
3751.38   0   0
3752.38   0   0
3753.38   0   0
3754.38   0   0
3755.38   0   0
3756.38   0   0
3757.38   0   0
3758.38   0   0
3759.38   0   0
3760.38   0   0
3761.38   0   0
3762.38   0   0
3763.38   0   0
3764.38   0   0
3765.38   0   0
3766.38   0   0
3767.38   0   0
3768.38   0   0
3769.38   0   0
3770.38   0   0
3771.38   0   0
3772.38   0   0
3773.38   0   0
3774.38   0   0
3775.38   0   0
3776.38   0   0
3777.38   0   0
3778.38   0   0
3779.38   0   0
3780.38   0   0
3781.38   0   0
3782.38   0   0
3783.38   0   0
3784.38   0   0
3785.38   0   0
3786.38   0   0
3787.38   0   0
3788.38   0   0
3789.38   0   0
3790.38   0   0
3791.38   0   0
3792.38   0   0
3793.38   0   0
3794.38   0   0
3795.38   0   0
3796.38   0   0
3797.38   0   0
3798.38   0   0
3799.38   0   0
3800.38   0   0
3801.38   0   0
3802.38   0   0
3803.38   0   0
3804.38   0   0
3805.38   0   0
3806.38   0   0
3807.38   0   0
3808.38   0   0
3809.38   0   0
3810.38   0   0
3811.38   0   0
3812.38   0   0
3813.38   0   0
3814.38   0   0
3815.38   0   0
3816.38   0   0
3817.38   0   0
3818.39   0   0
3819.39   0   0
3820.39   0   0
3821.39   0   0
3822.39   0   0
3823.39   0   0
3824.39   0   0
3825.39   0   0
3826.39   0   0
3827.39   0   0
3828.39   0   0
3829.39   0   0
3830.39   0   0
3831.39   0   0
3832.39   0   0
3833.39   0   0
3834.39   0   0
3835.39   0   0
3836.39   0   0
3837.39   0   0
3838.39   0   0
3839.39   0   0
3840.39   0   0
3841.39   0   0
3842.39   0   0
3843.39   0   0
