0 Branching ratio for CH2O      Total        2 branches
Lambda        Total        H/CHO            H2/CO
4421.47   0.00E+00  0.00E+00  0.00E+00
4422.47   0.00E+00  0.00E+00  0.00E+00
4423.47   0.00E+00  0.00E+00  0.00E+00
4424.47   0.00E+00  0.00E+00  0.00E+00
4425.47   0.00E+00  0.00E+00  0.00E+00
4426.47   0.00E+00  0.00E+00  0.00E+00
4427.47   0.00E+00  0.00E+00  0.00E+00
4428.47   0.00E+00  0.00E+00  0.00E+00
4429.47   0.00E+00  0.00E+00  0.00E+00
4430.48   0.00E+00  0.00E+00  0.00E+00
4431.48   0.00E+00  0.00E+00  0.00E+00
4432.48   0.00E+00  0.00E+00  0.00E+00
4433.48   0.00E+00  0.00E+00  0.00E+00
4434.48   0.00E+00  0.00E+00  0.00E+00
4435.48   0.00E+00  0.00E+00  0.00E+00
4436.48   0.00E+00  0.00E+00  0.00E+00
4437.48   0.00E+00  0.00E+00  0.00E+00
4438.48   0.00E+00  0.00E+00  0.00E+00
4439.48   0.00E+00  0.00E+00  0.00E+00
4440.48   0.00E+00  0.00E+00  0.00E+00
4441.48   0.00E+00  0.00E+00  0.00E+00
4442.48   0.00E+00  0.00E+00  0.00E+00
4443.48   0.00E+00  0.00E+00  0.00E+00
4444.48   0.00E+00  0.00E+00  0.00E+00
4445.48   0.00E+00  0.00E+00  0.00E+00
4446.48   0.00E+00  0.00E+00  0.00E+00
4447.48   0.00E+00  0.00E+00  0.00E+00
4448.48   0.00E+00  0.00E+00  0.00E+00
4449.48   0.00E+00  0.00E+00  0.00E+00
4450.48   0.00E+00  0.00E+00  0.00E+00
4451.48   0.00E+00  0.00E+00  0.00E+00
4452.48   0.00E+00  0.00E+00  0.00E+00
4453.48   0.00E+00  0.00E+00  0.00E+00
4454.48   0.00E+00  0.00E+00  0.00E+00
4455.48   0.00E+00  0.00E+00  0.00E+00
4456.48   0.00E+00  0.00E+00  0.00E+00
4457.48   0.00E+00  0.00E+00  0.00E+00
4458.48   0.00E+00  0.00E+00  0.00E+00
4459.48   0.00E+00  0.00E+00  0.00E+00
4460.48   0.00E+00  0.00E+00  0.00E+00
4461.48   0.00E+00  0.00E+00  0.00E+00
4462.48   0.00E+00  0.00E+00  0.00E+00
4463.48   0.00E+00  0.00E+00  0.00E+00
4464.48   0.00E+00  0.00E+00  0.00E+00
4465.48   0.00E+00  0.00E+00  0.00E+00
4466.48   0.00E+00  0.00E+00  0.00E+00
4467.48   0.00E+00  0.00E+00  0.00E+00
4468.48   0.00E+00  0.00E+00  0.00E+00
4469.48   0.00E+00  0.00E+00  0.00E+00
4470.48   0.00E+00  0.00E+00  0.00E+00
4471.48   0.00E+00  0.00E+00  0.00E+00
4472.48   0.00E+00  0.00E+00  0.00E+00
4473.48   0.00E+00  0.00E+00  0.00E+00
4474.48   0.00E+00  0.00E+00  0.00E+00
4475.48   0.00E+00  0.00E+00  0.00E+00
4476.48   0.00E+00  0.00E+00  0.00E+00
4477.48   0.00E+00  0.00E+00  0.00E+00
4478.48   0.00E+00  0.00E+00  0.00E+00
4479.48   0.00E+00  0.00E+00  0.00E+00
4480.48   0.00E+00  0.00E+00  0.00E+00
4481.48   0.00E+00  0.00E+00  0.00E+00
4482.48   0.00E+00  0.00E+00  0.00E+00
4483.48   0.00E+00  0.00E+00  0.00E+00
4484.48   0.00E+00  0.00E+00  0.00E+00
4485.48   0.00E+00  0.00E+00  0.00E+00
4486.48   0.00E+00  0.00E+00  0.00E+00
4487.48   0.00E+00  0.00E+00  0.00E+00
4488.48   0.00E+00  0.00E+00  0.00E+00
4489.48   0.00E+00  0.00E+00  0.00E+00
4490.48   0.00E+00  0.00E+00  0.00E+00
4491.48   0.00E+00  0.00E+00  0.00E+00
4492.48   0.00E+00  0.00E+00  0.00E+00
4493.48   0.00E+00  0.00E+00  0.00E+00
4494.48   0.00E+00  0.00E+00  0.00E+00
4495.48   0.00E+00  0.00E+00  0.00E+00
4496.48   0.00E+00  0.00E+00  0.00E+00
4497.48   0.00E+00  0.00E+00  0.00E+00
4498.49   0.00E+00  0.00E+00  0.00E+00
4499.49   0.00E+00  0.00E+00  0.00E+00
4500.49   0.00E+00  0.00E+00  0.00E+00
4501.49   0.00E+00  0.00E+00  0.00E+00
4502.49   0.00E+00  0.00E+00  0.00E+00
4503.49   0.00E+00  0.00E+00  0.00E+00
4504.49   0.00E+00  0.00E+00  0.00E+00
4505.49   0.00E+00  0.00E+00  0.00E+00
4506.49   0.00E+00  0.00E+00  0.00E+00
4507.49   0.00E+00  0.00E+00  0.00E+00
4508.49   0.00E+00  0.00E+00  0.00E+00
4509.49   0.00E+00  0.00E+00  0.00E+00
4510.49   0.00E+00  0.00E+00  0.00E+00
4511.49   0.00E+00  0.00E+00  0.00E+00
4512.49   0.00E+00  0.00E+00  0.00E+00
4513.49   0.00E+00  0.00E+00  0.00E+00
4514.49   0.00E+00  0.00E+00  0.00E+00
4515.49   0.00E+00  0.00E+00  0.00E+00
4516.49   0.00E+00  0.00E+00  0.00E+00
4517.49   0.00E+00  0.00E+00  0.00E+00
4518.49   0.00E+00  0.00E+00  0.00E+00
4519.49   0.00E+00  0.00E+00  0.00E+00
4520.49   0.00E+00  0.00E+00  0.00E+00
4521.49   0.00E+00  0.00E+00  0.00E+00
4522.49   0.00E+00  0.00E+00  0.00E+00
4523.49   0.00E+00  0.00E+00  0.00E+00
4524.49   0.00E+00  0.00E+00  0.00E+00
4525.49   0.00E+00  0.00E+00  0.00E+00
4526.49   0.00E+00  0.00E+00  0.00E+00
4527.49   0.00E+00  0.00E+00  0.00E+00
4528.49   0.00E+00  0.00E+00  0.00E+00
4529.49   0.00E+00  0.00E+00  0.00E+00
4530.49   0.00E+00  0.00E+00  0.00E+00
4531.49   0.00E+00  0.00E+00  0.00E+00
4532.49   0.00E+00  0.00E+00  0.00E+00
4533.49   0.00E+00  0.00E+00  0.00E+00
4534.49   0.00E+00  0.00E+00  0.00E+00
4535.49   0.00E+00  0.00E+00  0.00E+00
4536.49   0.00E+00  0.00E+00  0.00E+00
4537.49   0.00E+00  0.00E+00  0.00E+00
4538.49   0.00E+00  0.00E+00  0.00E+00
4539.49   0.00E+00  0.00E+00  0.00E+00
4540.49   0.00E+00  0.00E+00  0.00E+00
4541.49   0.00E+00  0.00E+00  0.00E+00
4542.49   0.00E+00  0.00E+00  0.00E+00
4543.49   0.00E+00  0.00E+00  0.00E+00
4544.49   0.00E+00  0.00E+00  0.00E+00
4545.49   0.00E+00  0.00E+00  0.00E+00
4546.49   0.00E+00  0.00E+00  0.00E+00
4547.49   0.00E+00  0.00E+00  0.00E+00
4548.49   0.00E+00  0.00E+00  0.00E+00
4549.49   0.00E+00  0.00E+00  0.00E+00
4550.49   0.00E+00  0.00E+00  0.00E+00
4551.49   0.00E+00  0.00E+00  0.00E+00
4552.49   0.00E+00  0.00E+00  0.00E+00
4553.49   0.00E+00  0.00E+00  0.00E+00
4554.49   0.00E+00  0.00E+00  0.00E+00
4555.49   0.00E+00  0.00E+00  0.00E+00
4556.49   0.00E+00  0.00E+00  0.00E+00
4557.49   0.00E+00  0.00E+00  0.00E+00
4558.49   0.00E+00  0.00E+00  0.00E+00
4559.49   0.00E+00  0.00E+00  0.00E+00
4560.49   0.00E+00  0.00E+00  0.00E+00
4561.49   0.00E+00  0.00E+00  0.00E+00
4562.49   0.00E+00  0.00E+00  0.00E+00
4563.49   0.00E+00  0.00E+00  0.00E+00
4564.49   0.00E+00  0.00E+00  0.00E+00
4565.49   0.00E+00  0.00E+00  0.00E+00
4566.50   0.00E+00  0.00E+00  0.00E+00
4567.50   0.00E+00  0.00E+00  0.00E+00
4568.50   0.00E+00  0.00E+00  0.00E+00
4569.50   0.00E+00  0.00E+00  0.00E+00
4570.50   0.00E+00  0.00E+00  0.00E+00
4571.50   0.00E+00  0.00E+00  0.00E+00
4572.50   0.00E+00  0.00E+00  0.00E+00
4573.50   0.00E+00  0.00E+00  0.00E+00
4574.50   0.00E+00  0.00E+00  0.00E+00
4575.50   0.00E+00  0.00E+00  0.00E+00
4576.50   0.00E+00  0.00E+00  0.00E+00
4577.50   0.00E+00  0.00E+00  0.00E+00
4578.50   0.00E+00  0.00E+00  0.00E+00
4579.50   0.00E+00  0.00E+00  0.00E+00
4580.50   0.00E+00  0.00E+00  0.00E+00
4581.50   0.00E+00  0.00E+00  0.00E+00
4582.50   0.00E+00  0.00E+00  0.00E+00
4583.50   0.00E+00  0.00E+00  0.00E+00
4584.50   0.00E+00  0.00E+00  0.00E+00
4585.50   0.00E+00  0.00E+00  0.00E+00
4586.50   0.00E+00  0.00E+00  0.00E+00
4587.50   0.00E+00  0.00E+00  0.00E+00
4588.50   0.00E+00  0.00E+00  0.00E+00
4589.50   0.00E+00  0.00E+00  0.00E+00
4590.50   0.00E+00  0.00E+00  0.00E+00
4591.50   0.00E+00  0.00E+00  0.00E+00
4592.50   0.00E+00  0.00E+00  0.00E+00
4593.50   0.00E+00  0.00E+00  0.00E+00
4594.50   0.00E+00  0.00E+00  0.00E+00
4595.50   0.00E+00  0.00E+00  0.00E+00
4596.50   0.00E+00  0.00E+00  0.00E+00
4597.50   0.00E+00  0.00E+00  0.00E+00
4598.50   0.00E+00  0.00E+00  0.00E+00
4599.50   0.00E+00  0.00E+00  0.00E+00
4600.50   0.00E+00  0.00E+00  0.00E+00
4601.50   0.00E+00  0.00E+00  0.00E+00
4602.50   0.00E+00  0.00E+00  0.00E+00
4603.50   0.00E+00  0.00E+00  0.00E+00
4604.50   0.00E+00  0.00E+00  0.00E+00
4605.50   0.00E+00  0.00E+00  0.00E+00
4606.50   0.00E+00  0.00E+00  0.00E+00
4607.50   0.00E+00  0.00E+00  0.00E+00
4608.50   0.00E+00  0.00E+00  0.00E+00
4609.50   0.00E+00  0.00E+00  0.00E+00
4610.50   0.00E+00  0.00E+00  0.00E+00
4611.50   0.00E+00  0.00E+00  0.00E+00
4612.50   0.00E+00  0.00E+00  0.00E+00
4613.50   0.00E+00  0.00E+00  0.00E+00
4614.50   0.00E+00  0.00E+00  0.00E+00
4615.50   0.00E+00  0.00E+00  0.00E+00
4616.50   0.00E+00  0.00E+00  0.00E+00
4617.50   0.00E+00  0.00E+00  0.00E+00
4618.50   0.00E+00  0.00E+00  0.00E+00
4619.50   0.00E+00  0.00E+00  0.00E+00
4620.50   0.00E+00  0.00E+00  0.00E+00
4621.50   0.00E+00  0.00E+00  0.00E+00
4622.50   0.00E+00  0.00E+00  0.00E+00
4623.50   0.00E+00  0.00E+00  0.00E+00
4624.50   0.00E+00  0.00E+00  0.00E+00
4625.50   0.00E+00  0.00E+00  0.00E+00
4626.50   0.00E+00  0.00E+00  0.00E+00
4627.50   0.00E+00  0.00E+00  0.00E+00
4628.50   0.00E+00  0.00E+00  0.00E+00
4629.50   0.00E+00  0.00E+00  0.00E+00
4630.50   0.00E+00  0.00E+00  0.00E+00
4631.50   0.00E+00  0.00E+00  0.00E+00
4632.50   0.00E+00  0.00E+00  0.00E+00
4633.50   0.00E+00  0.00E+00  0.00E+00
4634.51   0.00E+00  0.00E+00  0.00E+00
4635.51   0.00E+00  0.00E+00  0.00E+00
4636.51   0.00E+00  0.00E+00  0.00E+00
4637.51   0.00E+00  0.00E+00  0.00E+00
4638.51   0.00E+00  0.00E+00  0.00E+00
4639.51   0.00E+00  0.00E+00  0.00E+00
4640.51   0.00E+00  0.00E+00  0.00E+00
4641.51   0.00E+00  0.00E+00  0.00E+00
4642.51   0.00E+00  0.00E+00  0.00E+00
4643.51   0.00E+00  0.00E+00  0.00E+00
4644.51   0.00E+00  0.00E+00  0.00E+00
4645.51   0.00E+00  0.00E+00  0.00E+00
4646.51   0.00E+00  0.00E+00  0.00E+00
4647.51   0.00E+00  0.00E+00  0.00E+00
4648.51   0.00E+00  0.00E+00  0.00E+00
4649.51   0.00E+00  0.00E+00  0.00E+00
4650.51   0.00E+00  0.00E+00  0.00E+00
4651.51   0.00E+00  0.00E+00  0.00E+00
4652.51   0.00E+00  0.00E+00  0.00E+00
4653.51   0.00E+00  0.00E+00  0.00E+00
4654.51   0.00E+00  0.00E+00  0.00E+00
4655.51   0.00E+00  0.00E+00  0.00E+00
4656.51   0.00E+00  0.00E+00  0.00E+00
4657.51   0.00E+00  0.00E+00  0.00E+00
4658.51   0.00E+00  0.00E+00  0.00E+00
4659.51   0.00E+00  0.00E+00  0.00E+00
4660.51   0.00E+00  0.00E+00  0.00E+00
4661.51   0.00E+00  0.00E+00  0.00E+00
4662.51   0.00E+00  0.00E+00  0.00E+00
4663.51   0.00E+00  0.00E+00  0.00E+00
4664.51   0.00E+00  0.00E+00  0.00E+00
4665.51   0.00E+00  0.00E+00  0.00E+00
4666.51   0.00E+00  0.00E+00  0.00E+00
4667.51   0.00E+00  0.00E+00  0.00E+00
4668.51   0.00E+00  0.00E+00  0.00E+00
4669.51   0.00E+00  0.00E+00  0.00E+00
4670.51   0.00E+00  0.00E+00  0.00E+00
4671.51   0.00E+00  0.00E+00  0.00E+00
4672.51   0.00E+00  0.00E+00  0.00E+00
4673.51   0.00E+00  0.00E+00  0.00E+00
4674.51   0.00E+00  0.00E+00  0.00E+00
4675.51   0.00E+00  0.00E+00  0.00E+00
4676.51   0.00E+00  0.00E+00  0.00E+00
4677.51   0.00E+00  0.00E+00  0.00E+00
4678.51   0.00E+00  0.00E+00  0.00E+00
4679.51   0.00E+00  0.00E+00  0.00E+00
4680.51   0.00E+00  0.00E+00  0.00E+00
4681.51   0.00E+00  0.00E+00  0.00E+00
4682.51   0.00E+00  0.00E+00  0.00E+00
4683.51   0.00E+00  0.00E+00  0.00E+00
4684.51   0.00E+00  0.00E+00  0.00E+00
4685.51   0.00E+00  0.00E+00  0.00E+00
4686.51   0.00E+00  0.00E+00  0.00E+00
4687.51   0.00E+00  0.00E+00  0.00E+00
4688.51   0.00E+00  0.00E+00  0.00E+00
4689.51   0.00E+00  0.00E+00  0.00E+00
4690.51   0.00E+00  0.00E+00  0.00E+00
4691.51   0.00E+00  0.00E+00  0.00E+00
4692.51   0.00E+00  0.00E+00  0.00E+00
4693.51   0.00E+00  0.00E+00  0.00E+00
4694.51   0.00E+00  0.00E+00  0.00E+00
4695.51   0.00E+00  0.00E+00  0.00E+00
4696.51   0.00E+00  0.00E+00  0.00E+00
4697.51   0.00E+00  0.00E+00  0.00E+00
4698.51   0.00E+00  0.00E+00  0.00E+00
4699.51   0.00E+00  0.00E+00  0.00E+00
4700.51   0.00E+00  0.00E+00  0.00E+00
4701.51   0.00E+00  0.00E+00  0.00E+00
4702.52   0.00E+00  0.00E+00  0.00E+00
4703.52   0.00E+00  0.00E+00  0.00E+00
4704.52   0.00E+00  0.00E+00  0.00E+00
4705.52   0.00E+00  0.00E+00  0.00E+00
4706.52   0.00E+00  0.00E+00  0.00E+00
4707.52   0.00E+00  0.00E+00  0.00E+00
4708.52   0.00E+00  0.00E+00  0.00E+00
4709.52   0.00E+00  0.00E+00  0.00E+00
4710.52   0.00E+00  0.00E+00  0.00E+00
4711.52   0.00E+00  0.00E+00  0.00E+00
4712.52   0.00E+00  0.00E+00  0.00E+00
4713.52   0.00E+00  0.00E+00  0.00E+00
4714.52   0.00E+00  0.00E+00  0.00E+00
4715.52   0.00E+00  0.00E+00  0.00E+00
4716.52   0.00E+00  0.00E+00  0.00E+00
4717.52   0.00E+00  0.00E+00  0.00E+00
4718.52   0.00E+00  0.00E+00  0.00E+00
4719.52   0.00E+00  0.00E+00  0.00E+00
4720.52   0.00E+00  0.00E+00  0.00E+00
4721.52   0.00E+00  0.00E+00  0.00E+00
4722.52   0.00E+00  0.00E+00  0.00E+00
4723.52   0.00E+00  0.00E+00  0.00E+00
4724.52   0.00E+00  0.00E+00  0.00E+00
4725.52   0.00E+00  0.00E+00  0.00E+00
4726.52   0.00E+00  0.00E+00  0.00E+00
4727.52   0.00E+00  0.00E+00  0.00E+00
4728.52   0.00E+00  0.00E+00  0.00E+00
4729.52   0.00E+00  0.00E+00  0.00E+00
4730.52   0.00E+00  0.00E+00  0.00E+00
4731.52   0.00E+00  0.00E+00  0.00E+00
4732.52   0.00E+00  0.00E+00  0.00E+00
4733.52   0.00E+00  0.00E+00  0.00E+00
4734.52   0.00E+00  0.00E+00  0.00E+00
4735.52   0.00E+00  0.00E+00  0.00E+00
4736.52   0.00E+00  0.00E+00  0.00E+00
4737.52   0.00E+00  0.00E+00  0.00E+00
4738.52   0.00E+00  0.00E+00  0.00E+00
4739.52   0.00E+00  0.00E+00  0.00E+00
4740.52   0.00E+00  0.00E+00  0.00E+00
4741.52   0.00E+00  0.00E+00  0.00E+00
4742.52   0.00E+00  0.00E+00  0.00E+00
4743.52   0.00E+00  0.00E+00  0.00E+00
4744.52   0.00E+00  0.00E+00  0.00E+00
4745.52   0.00E+00  0.00E+00  0.00E+00
4746.52   0.00E+00  0.00E+00  0.00E+00
4747.52   0.00E+00  0.00E+00  0.00E+00
4748.52   0.00E+00  0.00E+00  0.00E+00
4749.52   0.00E+00  0.00E+00  0.00E+00
4750.52   0.00E+00  0.00E+00  0.00E+00
4751.52   0.00E+00  0.00E+00  0.00E+00
4752.52   0.00E+00  0.00E+00  0.00E+00
4753.52   0.00E+00  0.00E+00  0.00E+00
4754.52   0.00E+00  0.00E+00  0.00E+00
4755.52   0.00E+00  0.00E+00  0.00E+00
4756.52   0.00E+00  0.00E+00  0.00E+00
4757.52   0.00E+00  0.00E+00  0.00E+00
4758.52   0.00E+00  0.00E+00  0.00E+00
4759.52   0.00E+00  0.00E+00  0.00E+00
4760.52   0.00E+00  0.00E+00  0.00E+00
4761.52   0.00E+00  0.00E+00  0.00E+00
4762.52   0.00E+00  0.00E+00  0.00E+00
4763.52   0.00E+00  0.00E+00  0.00E+00
4764.52   0.00E+00  0.00E+00  0.00E+00
4765.52   0.00E+00  0.00E+00  0.00E+00
4766.52   0.00E+00  0.00E+00  0.00E+00
4767.52   0.00E+00  0.00E+00  0.00E+00
4768.52   0.00E+00  0.00E+00  0.00E+00
4769.52   0.00E+00  0.00E+00  0.00E+00
4770.53   0.00E+00  0.00E+00  0.00E+00
4771.53   0.00E+00  0.00E+00  0.00E+00
4772.53   0.00E+00  0.00E+00  0.00E+00
4773.53   0.00E+00  0.00E+00  0.00E+00
4774.53   0.00E+00  0.00E+00  0.00E+00
4775.53   0.00E+00  0.00E+00  0.00E+00
4776.53   0.00E+00  0.00E+00  0.00E+00
4777.53   0.00E+00  0.00E+00  0.00E+00
4778.53   0.00E+00  0.00E+00  0.00E+00
4779.53   0.00E+00  0.00E+00  0.00E+00
4780.53   0.00E+00  0.00E+00  0.00E+00
4781.53   0.00E+00  0.00E+00  0.00E+00
4782.53   0.00E+00  0.00E+00  0.00E+00
4783.53   0.00E+00  0.00E+00  0.00E+00
4784.53   0.00E+00  0.00E+00  0.00E+00
4785.53   0.00E+00  0.00E+00  0.00E+00
4786.53   0.00E+00  0.00E+00  0.00E+00
4787.53   0.00E+00  0.00E+00  0.00E+00
4788.53   0.00E+00  0.00E+00  0.00E+00
4789.53   0.00E+00  0.00E+00  0.00E+00
4790.53   0.00E+00  0.00E+00  0.00E+00
4791.53   0.00E+00  0.00E+00  0.00E+00
4792.53   0.00E+00  0.00E+00  0.00E+00
4793.53   0.00E+00  0.00E+00  0.00E+00
4794.53   0.00E+00  0.00E+00  0.00E+00
4795.53   0.00E+00  0.00E+00  0.00E+00
4796.53   0.00E+00  0.00E+00  0.00E+00
4797.53   0.00E+00  0.00E+00  0.00E+00
4798.53   0.00E+00  0.00E+00  0.00E+00
4799.53   0.00E+00  0.00E+00  0.00E+00
4800.53   0.00E+00  0.00E+00  0.00E+00
4801.53   0.00E+00  0.00E+00  0.00E+00
4802.53   0.00E+00  0.00E+00  0.00E+00
4803.53   0.00E+00  0.00E+00  0.00E+00
4804.53   0.00E+00  0.00E+00  0.00E+00
4805.53   0.00E+00  0.00E+00  0.00E+00
4806.53   0.00E+00  0.00E+00  0.00E+00
4807.53   0.00E+00  0.00E+00  0.00E+00
4808.53   0.00E+00  0.00E+00  0.00E+00
4809.53   0.00E+00  0.00E+00  0.00E+00
4810.53   0.00E+00  0.00E+00  0.00E+00
4811.53   0.00E+00  0.00E+00  0.00E+00
4812.53   0.00E+00  0.00E+00  0.00E+00
4813.53   0.00E+00  0.00E+00  0.00E+00
4814.53   0.00E+00  0.00E+00  0.00E+00
4815.53   0.00E+00  0.00E+00  0.00E+00
4816.53   0.00E+00  0.00E+00  0.00E+00
4817.53   0.00E+00  0.00E+00  0.00E+00
4818.53   0.00E+00  0.00E+00  0.00E+00
4819.53   0.00E+00  0.00E+00  0.00E+00
4820.53   0.00E+00  0.00E+00  0.00E+00
4821.53   0.00E+00  0.00E+00  0.00E+00
4822.53   0.00E+00  0.00E+00  0.00E+00
4823.53   0.00E+00  0.00E+00  0.00E+00
4824.53   0.00E+00  0.00E+00  0.00E+00
4825.53   0.00E+00  0.00E+00  0.00E+00
4826.53   0.00E+00  0.00E+00  0.00E+00
4827.53   0.00E+00  0.00E+00  0.00E+00
4828.53   0.00E+00  0.00E+00  0.00E+00
4829.53   0.00E+00  0.00E+00  0.00E+00
4830.53   0.00E+00  0.00E+00  0.00E+00
4831.53   0.00E+00  0.00E+00  0.00E+00
4832.53   0.00E+00  0.00E+00  0.00E+00
4833.53   0.00E+00  0.00E+00  0.00E+00
4834.53   0.00E+00  0.00E+00  0.00E+00
4835.53   0.00E+00  0.00E+00  0.00E+00
4836.53   0.00E+00  0.00E+00  0.00E+00
4837.53   0.00E+00  0.00E+00  0.00E+00
4838.54   0.00E+00  0.00E+00  0.00E+00
4839.54   0.00E+00  0.00E+00  0.00E+00
4840.54   0.00E+00  0.00E+00  0.00E+00
4841.54   0.00E+00  0.00E+00  0.00E+00
4842.54   0.00E+00  0.00E+00  0.00E+00
4843.54   0.00E+00  0.00E+00  0.00E+00
4844.54   0.00E+00  0.00E+00  0.00E+00
4845.54   0.00E+00  0.00E+00  0.00E+00
4846.54   0.00E+00  0.00E+00  0.00E+00
4847.54   0.00E+00  0.00E+00  0.00E+00
4848.54   0.00E+00  0.00E+00  0.00E+00
4849.54   0.00E+00  0.00E+00  0.00E+00
4850.54   0.00E+00  0.00E+00  0.00E+00
4851.54   0.00E+00  0.00E+00  0.00E+00
4852.54   0.00E+00  0.00E+00  0.00E+00
4853.54   0.00E+00  0.00E+00  0.00E+00
4854.54   0.00E+00  0.00E+00  0.00E+00
4855.54   0.00E+00  0.00E+00  0.00E+00
4856.54   0.00E+00  0.00E+00  0.00E+00
4857.54   0.00E+00  0.00E+00  0.00E+00
4858.54   0.00E+00  0.00E+00  0.00E+00
4859.54   0.00E+00  0.00E+00  0.00E+00
4860.54   0.00E+00  0.00E+00  0.00E+00
4861.54   0.00E+00  0.00E+00  0.00E+00
4862.54   0.00E+00  0.00E+00  0.00E+00
4863.54   0.00E+00  0.00E+00  0.00E+00
4864.54   0.00E+00  0.00E+00  0.00E+00
4865.54   0.00E+00  0.00E+00  0.00E+00
4866.54   0.00E+00  0.00E+00  0.00E+00
4867.54   0.00E+00  0.00E+00  0.00E+00
4868.54   0.00E+00  0.00E+00  0.00E+00
4869.54   0.00E+00  0.00E+00  0.00E+00
4870.54   0.00E+00  0.00E+00  0.00E+00
4871.54   0.00E+00  0.00E+00  0.00E+00
4872.54   0.00E+00  0.00E+00  0.00E+00
4873.54   0.00E+00  0.00E+00  0.00E+00
4874.54   0.00E+00  0.00E+00  0.00E+00
4875.54   0.00E+00  0.00E+00  0.00E+00
4876.54   0.00E+00  0.00E+00  0.00E+00
4877.54   0.00E+00  0.00E+00  0.00E+00
4878.54   0.00E+00  0.00E+00  0.00E+00
4879.54   0.00E+00  0.00E+00  0.00E+00
4880.54   0.00E+00  0.00E+00  0.00E+00
4881.54   0.00E+00  0.00E+00  0.00E+00
4882.54   0.00E+00  0.00E+00  0.00E+00
4883.54   0.00E+00  0.00E+00  0.00E+00
4884.54   0.00E+00  0.00E+00  0.00E+00
4885.54   0.00E+00  0.00E+00  0.00E+00
4886.54   0.00E+00  0.00E+00  0.00E+00
4887.54   0.00E+00  0.00E+00  0.00E+00
4888.54   0.00E+00  0.00E+00  0.00E+00
4889.54   0.00E+00  0.00E+00  0.00E+00
4890.54   0.00E+00  0.00E+00  0.00E+00
4891.54   0.00E+00  0.00E+00  0.00E+00
4892.54   0.00E+00  0.00E+00  0.00E+00
4893.54   0.00E+00  0.00E+00  0.00E+00
4894.54   0.00E+00  0.00E+00  0.00E+00
4895.54   0.00E+00  0.00E+00  0.00E+00
4896.54   0.00E+00  0.00E+00  0.00E+00
4897.54   0.00E+00  0.00E+00  0.00E+00
4898.54   0.00E+00  0.00E+00  0.00E+00
4899.54   0.00E+00  0.00E+00  0.00E+00
4900.54   0.00E+00  0.00E+00  0.00E+00
4901.54   0.00E+00  0.00E+00  0.00E+00
4902.54   0.00E+00  0.00E+00  0.00E+00
4903.54   0.00E+00  0.00E+00  0.00E+00
4904.54   0.00E+00  0.00E+00  0.00E+00
4905.54   0.00E+00  0.00E+00  0.00E+00
4906.55   0.00E+00  0.00E+00  0.00E+00
4907.55   0.00E+00  0.00E+00  0.00E+00
4908.55   0.00E+00  0.00E+00  0.00E+00
4909.55   0.00E+00  0.00E+00  0.00E+00
4910.55   0.00E+00  0.00E+00  0.00E+00
4911.55   0.00E+00  0.00E+00  0.00E+00
4912.55   0.00E+00  0.00E+00  0.00E+00
4913.55   0.00E+00  0.00E+00  0.00E+00
4914.55   0.00E+00  0.00E+00  0.00E+00
4915.55   0.00E+00  0.00E+00  0.00E+00
4916.55   0.00E+00  0.00E+00  0.00E+00
4917.55   0.00E+00  0.00E+00  0.00E+00
4918.55   0.00E+00  0.00E+00  0.00E+00
4919.55   0.00E+00  0.00E+00  0.00E+00
4920.55   0.00E+00  0.00E+00  0.00E+00
4921.55   0.00E+00  0.00E+00  0.00E+00
4922.55   0.00E+00  0.00E+00  0.00E+00
4923.55   0.00E+00  0.00E+00  0.00E+00
4924.55   0.00E+00  0.00E+00  0.00E+00
4925.55   0.00E+00  0.00E+00  0.00E+00
4926.55   0.00E+00  0.00E+00  0.00E+00
4927.55   0.00E+00  0.00E+00  0.00E+00
4928.55   0.00E+00  0.00E+00  0.00E+00
4929.55   0.00E+00  0.00E+00  0.00E+00
4930.55   0.00E+00  0.00E+00  0.00E+00
4931.55   0.00E+00  0.00E+00  0.00E+00
4932.55   0.00E+00  0.00E+00  0.00E+00
4933.55   0.00E+00  0.00E+00  0.00E+00
4934.55   0.00E+00  0.00E+00  0.00E+00
4935.55   0.00E+00  0.00E+00  0.00E+00
4936.55   0.00E+00  0.00E+00  0.00E+00
4937.55   0.00E+00  0.00E+00  0.00E+00
4938.55   0.00E+00  0.00E+00  0.00E+00
4939.55   0.00E+00  0.00E+00  0.00E+00
4940.55   0.00E+00  0.00E+00  0.00E+00
4941.55   0.00E+00  0.00E+00  0.00E+00
4942.55   0.00E+00  0.00E+00  0.00E+00
4943.55   0.00E+00  0.00E+00  0.00E+00
4944.55   0.00E+00  0.00E+00  0.00E+00
4945.55   0.00E+00  0.00E+00  0.00E+00
4946.55   0.00E+00  0.00E+00  0.00E+00
4947.55   0.00E+00  0.00E+00  0.00E+00
4948.55   0.00E+00  0.00E+00  0.00E+00
4949.55   0.00E+00  0.00E+00  0.00E+00
4950.55   0.00E+00  0.00E+00  0.00E+00
4951.55   0.00E+00  0.00E+00  0.00E+00
4952.55   0.00E+00  0.00E+00  0.00E+00
4953.55   0.00E+00  0.00E+00  0.00E+00
4954.55   0.00E+00  0.00E+00  0.00E+00
4955.55   0.00E+00  0.00E+00  0.00E+00
4956.55   0.00E+00  0.00E+00  0.00E+00
